LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic05	FormID 02053100	2	DSilHand_M_DSilHand_M90_AS_00053100_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053100_2.xwm	File Not Found		What thing?	What thing?	I really think I'm better with my research than with leadership.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic05	FormID 02053100	3	DSilHand_M_DSilHand_M90_AS_00053100_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053100_3.xwm	File Not Found		What thing?	What thing?	If wasn't for you, we wouldn't have made it.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic05	FormID 02053100	4	DSilHand_M_DSilHand_M90_AS_00053100_4	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053100_4.xwm	File Not Found		What thing?	What thing?	Do you accept?	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic04	FormID 020530FF	1	DSilHand_M_DSilHand_M90_AS_000530FF_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FF_1.xwm	File Not Found		I think you are right. But now we cannot go back in time...	I think you are right. But now we cannot go back in time...	Yes. But at least the companions are free from this ancient curse. And we are not enemies anymore. I hope our legates may rejoin again someday.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic04	FormID 020530FF	2	DSilHand_M_DSilHand_M90_AS_000530FF_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FF_2.xwm	File Not Found		I think you are right. But now we cannot go back in time...	I think you are right. But now we cannot go back in time...	I have one more thing to ask.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic03	FormID 020530FE	1	DSilHand_M_DSilHand_M90_AS_000530FE_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FE_1.xwm	File Not Found		He allowed the Companions to kill Krev. He deserved it!	He allowed the Companions to kill Krev. He deserved it!	Yes, Krev perished as well...	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic03	FormID 020530FE	2	DSilHand_M_DSilHand_M90_AS_000530FE_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FE_2.xwm	File Not Found		He allowed the Companions to kill Krev. He deserved it!	He allowed the Companions to kill Krev. He deserved it!	But I hope Kodlak and Krev are right now on Sovngarde putting all the anger and hate aside and sharing a sweet mead mug.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic03	FormID 020530FE	3	DSilHand_M_DSilHand_M90_AS_000530FE_3	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FE_3.xwm	File Not Found		He allowed the Companions to kill Krev. He deserved it!	He allowed the Companions to kill Krev. He deserved it!	I have one more thing to ask.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic02	FormID 020530FC	1	DSilHand_M_DSilHand_M90_AS_000530FC_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FC_1.xwm	File Not Found		Now the Companions are cleaned from Hircine's curse. I think it was worth it.	Now the Companions are cleaned from Hircine's curse. I think it was worth it.	Yes, I agree with you. And now the war is over.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic02	FormID 020530FC	2	DSilHand_M_DSilHand_M90_AS_000530FC_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FC_2.xwm	File Not Found		Now the Companions are cleaned from Hircine's curse. I think it was worth it.	Now the Companions are cleaned from Hircine's curse. I think it was worth it.	I have one more thing to ask.	Neutral 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic01	FormID 020530F4	1	DSilHand_M_DSilHand_M90_AS_000530F4_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530F4_1.xwm	File Not Found		...		We did... Kodlak has already paid for his mistake. Now his soul may rest from its torment...	Sad 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_AfterSavingKodlak	Topic	PlayerDialogue	Custom	DSilHand_M90_ASK_Topic01	FormID 020530F4	2	DSilHand_M_DSilHand_M90_AS_000530F4_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530F4_2.xwm	File Not Found		...		But maybe the price he paid was too high...	Sad 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	DSilHand_M90_FjolAfterKillingWitches	Topic	PlayerDialogue	Custom	DSilHand_M90SFOT_Topic01	FormID 020530F3	1	DSilHand_M_DSilHand_M90SFO_000530F3_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90SFO_000530F3_1.xwm	File Not Found		Where should we go now?	Where should we go now?	Now we have the witches' heads, so we must go to Ysgramor's Tomb, and burn them in the Harbinger Flame.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	(none)	Scene	SceneDialogue	Custom		FormID 02052B85	1	DSilHand_M90HonYsgramor__00052B85_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M90HonYsgramor__00052B85_1.xwm	File Not Found			...	That's it! It's opening!	Happy 70			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	(none)	Scene	SceneDialogue	Custom		FormID 02052B83	1	DSilHand_M90HonYsgramor__00052B83_1	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M90HonYsgramor__00052B83_1.xwm	File Not Found			...	Do you see? The Ysgramor's axe is missing from his statue.	Happy 50			
FFFFFFFF	DSilHand_Fjol	DSilHand_Fjol	GetIsID == 1	NordRace	MaleEvenTonedAccented	DSilHand_M90HonYsgramor	(none)	Scene	SceneDialogue	Custom		FormID 02052B83	2	DSilHand_M90HonYsgramor__00052B83_2	Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M90HonYsgramor__00052B83_2.xwm	File Not Found			...	I believe Wuulthrad is the key to opening the tomb.	Happy 50			
